generation,best_distance,generation_best_distance,avg_distance,worst_distance,unique_pct,hamming_avg,no_improve
0,1778.4161387360855,1778.4161387360855,8267.189390841166,9214.001732100585,100.0,0.9885937499999994,0
1,1778.4161387360855,1778.4161387360855,7859.8102727683245,8808.313043777522,97.77777777777777,0.986874999999999,1
2,1778.4161387360855,1778.4161387360855,7366.140816965218,8471.146387281904,96.66666666666667,0.9599999999999996,2
3,1778.4161387360855,1778.4161387360855,6340.247192324636,8277.031369847433,98.88888888888889,0.9735937499999994,3
4,1778.4161387360855,1778.4161387360855,4789.818832768602,7625.976964808613,95.55555555555556,0.9792187499999997,4
5,1778.4161387360855,1778.4161387360855,3669.8734230958335,5741.022261442547,95.55555555555556,0.9567187499999996,5
6,1778.4161387360855,1778.4161387360855,3067.761545783487,4844.451879719576,96.66666666666667,0.9395312499999997,6
7,1778.4161387360855,1778.4161387360855,2621.198517107288,3767.92824298923,91.11111111111111,0.93296875,7
8,1778.4161387360855,1778.4161387360855,2257.9967669517114,3260.884476811928,84.44444444444444,0.8648437499999998,8
9,1778.4161387360855,1778.4161387360855,2040.8917577146924,2713.144215524255,68.88888888888889,0.6978125,9
10,1778.4161387360855,1778.4161387360855,1901.8462473366058,2457.8372478582814,47.77777777777778,0.5704687499999997,10
11,1778.4161387360855,1778.4161387360855,1839.1784304888909,2239.34685638381,32.22222222222222,0.38375000000000004,11
12,1778.4161387360855,1778.4161387360855,1823.7794043971576,2136.3397548525045,31.11111111111111,0.47515625000000006,12
13,1778.4161387360855,1778.4161387360855,1844.908875004563,2379.20153855272,36.666666666666664,0.4542187499999998,13
14,1778.4161387360855,1778.4161387360855,1818.6757919595982,2267.342582905468,25.555555555555554,0.3020312500000001,14
15,1778.4161387360855,1778.4161387360855,1825.0632105502377,2123.636247311991,31.11111111111111,0.4028124999999999,15
16,1778.4161387360855,1778.4161387360855,1822.1389370529207,2135.2012846883617,24.444444444444443,0.1796875,16
17,1778.4161387360855,1778.4161387360855,1794.575259889159,2074.0453007973197,10.0,0.06093750000000001,17
18,1778.4161387360855,1778.4161387360855,1803.0482874573972,2067.6621464378804,14.444444444444443,0.057499999999999996,18
19,1778.4161387360855,1778.4161387360855,1805.7785994291858,2208.3080815684316,17.77777777777778,0.12562499999999996,19
20,1778.4161387360855,1778.4161387360855,1803.1187147290461,2100.77348564602,16.666666666666664,0.06999999999999999,20
21,1764.5334312065897,1764.5334312065897,1797.437621034511,2131.467277379377,12.222222222222221,0.0696875,0
22,1764.5334312065897,1764.5334312065897,1792.6877446090618,2072.0372153978624,11.11111111111111,0.10921875,1
23,1764.5334312065897,1764.5334312065897,1799.6325691275497,2156.5480378453913,13.333333333333334,0.12687500000000002,2
24,1764.5334312065897,1764.5334312065897,1797.937296498043,2087.8672079319263,14.444444444444443,0.12734375,3
25,1764.5334312065897,1764.5334312065897,1812.6821938162782,2102.1736625334497,26.666666666666668,0.24453125,4
26,1764.5334312065897,1764.5334312065897,1797.0022966838096,2083.000820323641,18.88888888888889,0.13890624999999998,5
27,1764.5334312065897,1764.5334312065897,1783.778010044993,2102.1736625334497,13.333333333333334,0.11671875000000001,6
28,1764.5334312065897,1764.5334312065897,1800.0991402403668,2078.856021192149,17.77777777777778,0.1515625,7
29,1764.5334312065897,1764.5334312065897,1806.238079784272,2103.503146017443,21.11111111111111,0.11812500000000001,8
30,1764.5334312065897,1764.5334312065897,1798.444633792593,2140.7159464899123,16.666666666666664,0.11531249999999997,9
31,1749.0647636198587,1749.0647636198587,1789.7657158513978,2166.585284955788,17.77777777777778,0.09375000000000001,0
32,1749.0647636198587,1749.0647636198587,1793.1012967171664,2130.7636148965753,18.88888888888889,0.13828125,1
33,1749.0647636198587,1749.0647636198587,1817.4635671904737,2249.3194408266545,24.444444444444443,0.21468750000000006,2
34,1749.0647636198587,1749.0647636198587,1859.200999558789,2143.7439867321336,43.333333333333336,0.4345312499999999,3
35,1749.0647636198587,1749.0647636198587,1842.5871522238922,2246.979717628853,41.11111111111111,0.4540624999999999,4
36,1749.0647636198587,1749.0647636198587,1869.3007907650524,2236.4166122554316,50.0,0.5720312499999998,5
37,1749.0647636198587,1749.0647636198587,1901.4519476776431,2399.4088008140534,58.88888888888889,0.6196874999999998,6
38,1749.0647636198587,1749.0647636198587,1912.0203272315184,2446.6239351910804,68.88888888888889,0.7243749999999998,7
39,1749.0647636198587,1749.0647636198587,1934.4343811270696,2539.842022014911,75.55555555555556,0.76515625,8
40,1749.0647636198587,1749.0647636198587,1936.9975776657293,2346.6755915690565,76.66666666666667,0.7449999999999994,9
41,1749.0647636198587,1749.0647636198585,1944.7275829959194,2372.833245373138,72.22222222222221,0.8110937499999998,10
42,1742.4974373373038,1742.4974373373038,1947.2475870361868,2578.2075566756607,73.33333333333333,0.7317187499999999,0
43,1742.4974373373038,1742.4974373373038,1895.719271595778,2520.8120337942883,55.55555555555556,0.7209374999999997,1
44,1742.4974373373038,1742.4974373373036,1871.3110849942814,2553.845091870258,48.888888888888886,0.6460937500000001,2
45,1742.4974373373038,1742.4974373373036,1841.47727031782,2362.014854270089,46.666666666666664,0.6196875,3
