generation,best_distance_so_far,generation_best_distance,avg_distance,worst_distance,best_fitness,avg_fitness,worst_fitness,unique_pct,hamming_pct,no_improve
40,1585.5160023722292,1585.5160023722292,1607.702226528221,1879.1791984848214,0.0006307094967845243,0.000622831333948236,0.0005321472272608688,16.0,18.380681818181817,8
41,1572.8425016378274,1572.8425016378274,1603.5220712840353,1895.3825947311532,0.0006357915677880542,0.0006243154028810861,0.000527597965065118,16.0,13.636363636363635,0
42,1572.8425016378274,1572.8425016378274,1604.8615937527256,1823.0545128298083,0.0006357915677880542,0.000623747755175942,0.0005485299495777364,15.0,20.227272727272727,1
43,1572.8425016378274,1572.8425016378274,1632.1060135982216,1937.5709798614012,0.0006357915677880542,0.0006147100081606977,0.0005161101246838099,25.0,24.829545454545453,2
44,1572.8425016378274,1572.8425016378274,1615.7556092998514,2071.2201942835145,0.0006357915677880542,0.0006204028605411895,0.00048280718909556785,19.0,12.017045454545453,3
45,1572.8425016378274,1572.8425016378274,1651.9202728567443,1998.2129551450644,0.0006357915677880542,0.0006081740132171258,0.0005004471607619031,30.0,33.35227272727273,4
46,1572.8425016378274,1572.8425016378274,1664.2669737592028,2072.3385824347542,0.0006357915677880542,0.000604327632726902,0.00048254663039912964,36.0,27.52840909090909,5
47,1572.8425016378274,1572.8425016378274,1664.4259283767021,2115.4829989397676,0.0006357915677880542,0.0006040969163628166,0.00047270528787098597,38.0,41.19318181818182,6
48,1572.8425016378274,1572.8425016378274,1693.5052232490964,2109.793611293744,0.0006357915677880542,0.0005941720654048802,0.0004739800114319195,53.0,52.897727272727266,7
49,1572.8425016378274,1572.8425016378274,1729.9992426613621,2229.2867714016675,0.0006357915677880542,0.0005832427250269235,0.00044857396223243546,59.0,62.21590909090909,8
50,1572.8425016378274,1572.8425016378274,1708.9369559207978,2135.354572242314,0.0006357915677880542,0.0005902244303148081,0.0004683063005081679,53.0,47.92613636363636,9
51,1572.8425016378274,1572.8425016378274,1658.7870422593842,2117.561337716609,0.0006357915677880542,0.0006062531655083736,0.0004722413382737291,41.0,39.23295454545455,10
52,1572.8425016378274,1572.8425016378274,1599.7092930371439,1874.7263825278194,0.0006357915677880542,0.0006260591953392719,0.000533411173662384,21.0,21.25,11
53,1572.8425016378274,1572.8425016378274,1616.2395415044127,1987.7110542497805,0.0006357915677880542,0.0006204014427010915,0.000503091230419015,27.0,18.125,12
54,1549.5531113598372,1549.5531113598372,1598.4954736483,2150.5239443632563,0.0006453473538073387,0.0006268545875625488,0.00046500296014889865,19.0,15.0,0
55,1549.5531113598372,1549.5531113598372,1598.2562715422632,1935.8346474160658,0.0006453473538073387,0.0006268123823974836,0.0005165730458098735,19.0,6.59090909090909,1
56,1549.5531113598372,1549.5531113598372,1603.9181356226952,1927.9781234693667,0.0006453473538073387,0.0006246920759619087,0.0005186780844797736,25.0,22.215909090909093,2
57,1549.5531113598372,1549.5531113598372,1605.772245876748,1892.8622803822927,0.0006453473538073387,0.0006238917933671388,0.0005283004528982606,30.0,17.784090909090907,3
58,1549.5531113598372,1549.5531113598372,1604.66517016665,1862.7653061074238,0.0006453473538073387,0.0006243084970900956,0.0005368362813722763,34.0,17.8125,4
59,1549.5531113598372,1549.5531113598372,1617.2548131130022,1845.0328024456699,0.0006453473538073387,0.0006199337641215566,0.000541995783855147,41.0,41.76136363636363,5
60,1549.5531113598372,1549.5531113598372,1622.8164529043017,1997.2643830364366,0.0006453473538073387,0.000618525809915571,0.000500684840972181,47.0,43.83522727272727,6
61,1547.7613282668317,1547.7613282668317,1600.1444705155386,1944.5124226681828,0.0006460944473394937,0.0006269043248095935,0.0005142677353677377,37.0,19.43181818181818,0
62,1547.7613282668317,1547.7613282668317,1567.8829949725134,1875.723040840629,0.0006460944473394937,0.0006385336232912014,0.0005331277476614228,15.0,10.568181818181818,1
63,1547.7613282668317,1547.7613282668317,1577.8738724092236,1830.0143303175937,0.0006460944473394937,0.000634744432593919,0.0005464438083533763,22.0,18.409090909090907,2
64,1547.7613282668317,1547.7613282668317,1573.4760409634684,1863.8997045227648,0.0006460944473394937,0.0006367391199760922,0.0005365095544430277,14.000000000000002,4.375,3
65,1547.7613282668317,1547.7613282668317,1579.011868965809,1935.0752682506336,0.0006460944473394937,0.0006347122647201621,0.0005167757639236585,18.0,18.06818181818182,4
66,1547.7613282668317,1547.7613282668317,1562.7070459086017,1843.2379960233222,0.0006460944473394937,0.0006405501005567372,0.0005425235385541318,13.0,6.761363636363636,5
67,1544.1176013218314,1544.1176013218314,1569.8561907274131,1883.3918042501164,0.0006476190668016194,0.0006380848927643207,0.0005309569669695762,13.0,14.914772727272727,0
68,1544.1176013218314,1544.1176013218314,1572.3046888992073,1866.6382207854485,0.0006476190668016194,0.0006369642878875379,0.0005357224495163381,16.0,15.142045454545455,1
69,1544.1176013218314,1544.1176013218314,1577.4216430063843,1891.7773078945438,0.0006476190668016194,0.0006352049050169846,0.0005286034438762514,21.0,18.06818181818182,2
70,1544.1176013218314,1544.1176013218314,1581.0068718899724,1903.339817971727,0.0006476190668016194,0.0006338508130399208,0.0005253922555277799,26.0,17.386363636363637,3
71,1544.1176013218314,1544.1176013218314,1588.318228248481,1887.5871934023903,0.0006476190668016194,0.000631414675795593,0.0005297768513662629,25.0,18.664772727272727,4
72,1544.1176013218314,1544.1176013218314,1575.0090983144066,1947.1187405650394,0.0006476190668016194,0.0006364085007096772,0.0005135793617341524,18.0,15.852272727272727,5
73,1544.1176013218314,1544.1176013218314,1563.870114407233,1859.8699336842947,0.0006476190668016194,0.0006403705684768748,0.0005376720069983912,13.0,4.829545454545454,6
74,1541.9891473099196,1541.9891473099196,1567.6573591354202,1918.820086226064,0.0006485129948836225,0.0006391188749766948,0.0005211536022466806,14.000000000000002,9.488636363636363,0
75,1541.9891473099196,1541.9891473099196,1566.6945614770232,1778.91248040748,0.0006485129948836225,0.0006390448953105096,0.0005621412020061483,18.0,5.965909090909091,1
76,1541.9891473099196,1541.9891473099196,1570.0807903476743,1793.982559553759,0.0006485129948836225,0.0006379010872301832,0.0005574190198642414,18.0,10.909090909090908,2
77,1541.9891473099196,1541.9891473099196,1561.526005653655,1834.308673127192,0.0006485129948836225,0.0006411217101255247,0.0005451645160109097,13.0,5.823863636363636,3
78,1541.9891473099196,1541.9891473099196,1568.2177951574204,1848.219495862017,0.0006485129948836225,0.000638767619387976,0.0005410612766713596,16.0,14.602272727272728,4
79,1541.9891473099196,1541.9891473099196,1579.5930417922218,1863.6676214493118,0.0006485129948836225,0.0006346137430607766,0.0005365763661346077,22.0,17.556818181818183,5
80,1541.9891473099196,1541.9891473099196,1565.4880840224191,1853.4273883950868,0.0006485129948836225,0.000639859890290021,0.0005395409640870344,14.000000000000002,11.193181818181818,6
81,1541.9891473099196,1541.9891473099196,1550.3970824326182,1826.8150862438488,0.0006485129948836225,0.0006453718846590298,0.0005474007782890164,6.0,3.920454545454546,7
82,1541.9891473099196,1541.9891473099196,1570.778776690872,1967.0748078733773,0.0006485129948836225,0.0006378552792064591,0.0005083690747283316,19.0,10.568181818181818,8
83,1541.9891473099196,1541.9891473099196,1560.4412637705018,1811.8093590102449,0.0006485129948836225,0.0006415847914226544,0.0005519344488574005,15.0,12.15909090909091,9
84,1541.9891473099196,1541.9891473099196,1550.973956801144,1733.4950775669517,0.0006485129948836225,0.0006450881721599444,0.0005768692469571648,8.0,3.5227272727272725,10
85,1541.9891473099196,1541.9891473099196,1565.1946292172831,1787.9012783695375,0.0006485129948836225,0.0006398268330519722,0.0005593149980361005,15.0,14.71590909090909,11
86,1541.9891473099196,1541.9891473099196,1561.589823724654,1871.160694926315,0.0006485129948836225,0.0006413312449567766,0.0005344276430728355,11.0,9.005681818181818,12
87,1541.9891473099196,1541.9891473099196,1558.792675962365,1802.5664507570432,0.0006485129948836225,0.0006421050148138928,0.0005547645689178442,14.000000000000002,8.011363636363637,13
88,1541.9891473099196,1541.9891473099196,1565.2318612457398,1838.1532412231097,0.0006485129948836225,0.0006398298122478414,0.0005440242834893342,16.0,13.068181818181818,14
89,1541.9891473099196,1541.9891473099196,1563.6316633579872,1864.0289145653287,0.0006485129948836225,0.0006404811518740375,0.0005364723648791621,15.0,5.454545454545454,15
90,1541.9891473099196,1541.9891473099196,1573.6456455549853,1870.7737523897276,0.0006485129948836225,0.0006368838384745867,0.0005345381817136352,19.0,18.238636363636363,16
91,1541.9891473099196,1541.9891473099196,1571.543790191261,1830.7351855222284,0.0006485129948836225,0.000637409101007212,0.0005462286451411286,20.0,10.852272727272727,17
92,1541.9891473099196,1541.9891473099196,1564.1338260949262,1837.479047491829,0.0006485129948836225,0.0006401896468629931,0.000544223892710508,16.0,8.863636363636363,18
93,1541.9891473099196,1541.9891473099196,1564.1005916201495,1817.2923158107023,0.0006485129948836225,0.0006402158428428163,0.0005502692061700019,15.0,9.147727272727273,19
94,1541.9891473099196,1541.9891473099196,1578.7829293574205,1819.811245677617,0.0006485129948836225,0.0006346716802184415,0.0005495075395182778,23.0,6.221590909090909,20
95,1541.9891473099196,1541.9891473099196,1575.5909705565446,1822.8002234305325,0.0006485129948836225,0.0006360336048153164,0.0005486064721442633,20.0,13.977272727272727,21
96,1541.9891473099196,1541.9891473099196,1573.3205692694842,1834.5911124876857,0.0006485129948836225,0.0006368715351660608,0.0005450805867275844,19.0,12.102272727272727,22
97,1541.9891473099196,1541.9891473099196,1565.1638572163374,1809.0044027757067,0.0006485129948836225,0.0006397202341299607,0.0005527902521771732,20.0,9.318181818181818,23
98,1541.9891473099196,1541.9891473099196,1568.9728077783889,1897.411194148871,0.0006485129948836225,0.0006386347532800632,0.0005270338886392906,15.0,3.0113636363636362,24
99,1541.9891473099196,1541.9891473099196,1555.9128147664762,1966.8387633068346,0.0006485129948836225,0.0006433627775726446,0.0005084300851985982,11.0,3.75,25
100,1541.9891473099196,1541.9891473099196,1575.2682299620596,1809.5822986427374,0.0006485129948836225,0.0006361500765306453,0.0005526137168505911,19.0,10.738636363636363,26
101,1541.9891473099196,1541.9891473099196,1571.987980449482,1794.1546257823918,0.0006485129948836225,0.0006371567110151176,0.0005573655612675642,23.0,22.13068181818182,27
102,1541.9891473099196,1541.9891473099196,1563.294348098694,1840.9361151691076,0.0006485129948836225,0.0006405707770384113,0.0005432019024235069,15.0,6.704545454545455,28
103,1540.834845350119,1540.834845350119,1546.8159345592255,1685.300986619147,0.0006489988223058212,0.0006466357440222837,0.000593365818889172,6.0,3.125,0
104,1540.834845350119,1540.834845350119,1571.104742542873,1886.8077785710625,0.0006489988223058212,0.0006378669039359389,0.000529995695034356,17.0,18.210227272727273,1
105,1540.834845350119,1540.834845350119,1555.8766155602705,1819.410710943637,0.0006489988223058212,0.0006432258743438241,0.000549628511025611,14.000000000000002,16.761363636363637,2
106,1540.834845350119,1540.834845350119,1564.43939567642,1851.528941013523,0.0006489988223058212,0.0006402325970468969,0.0005400941772223132,17.0,7.613636363636364,3
107,1540.834845350119,1540.834845350119,1557.3788770810609,1809.2568982859545,0.0006489988223058212,0.0006427595159857133,0.0005527131061085769,13.0,6.363636363636363,4
108,1540.834845350119,1540.834845350119,1568.0791577682942,1841.0283085427964,0.0006489988223058212,0.0006389537157729506,0.0005431747004430995,17.0,11.136363636363637,5
109,1540.834845350119,1540.834845350119,1563.4811890383214,1845.3027309896315,0.0006489988223058212,0.0006405593136527954,0.0005419165013990424,15.0,2.727272727272727,6
110,1540.834845350119,1540.834845350119,1560.0369470319433,1821.2960643078754,0.0006489988223058212,0.0006418084994014861,0.0005490595513805258,14.000000000000002,12.840909090909092,7
111,1540.834845350119,1540.834845350119,1561.8313986085545,1806.1937007796955,0.0006489988223058212,0.0006410830100951312,0.0005536504747903399,16.0,4.886363636363637,8
112,1540.834845350119,1540.834845350119,1563.6622507630639,1824.2489964957429,0.0006489988223058212,0.00064039899105181,0.0005481707825636362,18.0,3.4090909090909087,9
113,1540.834845350119,1540.834845350119,1561.7585575311643,1918.802342997893,0.0006489988223058212,0.0006413153513971086,0.0005211584213711259,17.0,10.511363636363637,10
114,1540.834845350119,1540.834845350119,1555.2524403602206,1835.9276014208172,0.0006489988223058212,0.0006436019524045728,0.000544683787762711,11.0,6.079545454545455,11
115,1540.834845350119,1540.834845350119,1565.435525425132,1809.3268277281145,0.0006489988223058212,0.0006396826815341032,0.000552691744064643,17.0,8.977272727272727,12
116,1540.834845350119,1540.834845350119,1563.5676559247192,1834.8135482095338,0.0006489988223058212,0.0006404947223570201,0.0005450145062291641,16.0,11.25,13
117,1540.834845350119,1540.834845350119,1571.1893862603504,1844.0490235238158,0.0006489988223058212,0.0006376823483614983,0.0005422849323653485,19.0,16.590909090909093,14
118,1540.834845350119,1540.834845350119,1560.3464048455364,1851.6471910721116,0.0006489988223058212,0.0006416663989706631,0.0005400596856796436,15.0,8.636363636363637,15
119,1540.834845350119,1540.834845350119,1573.1133985375654,2095.8304873345005,0.0006489988223058212,0.0006372413378016892,0.00047713782485901815,20.0,9.431818181818182,16
120,1540.834845350119,1540.834845350119,1574.3695706573199,2043.0442058478889,0.0006489988223058212,0.0006367703616999934,0.0004894656694836356,21.0,16.53409090909091,17
121,1540.834845350119,1540.834845350119,1563.2064063936268,1833.5324027618176,0.0006489988223058212,0.0006406025211292231,0.0005453953246169618,17.0,4.659090909090909,18
122,1540.834845350119,1540.834845350119,1561.0708356709772,1798.5312181687577,0.0006489988223058212,0.0006413538476671754,0.0005560092534941857,16.0,8.238636363636363,19
123,1540.834845350119,1540.834845350119,1557.663030192074,1770.677683743535,0.0006489988223058212,0.0006425908473944069,0.0005647555222392691,13.0,6.079545454545455,20
124,1538.8435482300188,1538.8435482300188,1574.8539535713162,1854.607190740198,0.000649838640939296,0.000636192704428999,0.0005391977368538545,25.0,12.443181818181818,0
125,1538.8435482300188,1538.8435482300188,1564.309841073897,1894.1947518343395,0.000649838640939296,0.0006402498238883086,0.0005279288199017544,16.0,11.875,1
126,1538.8435482300188,1538.8435482300188,1566.5694087084132,1835.187756416874,0.000649838640939296,0.0006393141927112631,0.0005449033737847385,20.0,11.875,2
127,1538.8435482300188,1538.8435482300188,1558.5756853244861,1873.4265577951742,0.000649838640939296,0.0006424183238168674,0.0005337812661185364,14.000000000000002,9.488636363636363,3
128,1538.8435482300188,1538.8435482300188,1574.787084081159,1957.364814055363,0.000649838640939296,0.0006365155938446553,0.0005108909656591564,22.0,14.431818181818182,4
129,1538.8435482300188,1538.8435482300188,1560.9249122623064,1874.1050022550749,0.000649838640939296,0.0006416049731618932,0.0005335880320455463,15.0,12.1875,5
130,1538.8435482300188,1538.8435482300188,1557.602592673036,1778.3689941828413,0.000649838640939296,0.0006426359708150524,0.0005623129976237009,19.0,10.795454545454545,6
131,1538.8435482300188,1538.8435482300188,1548.4508849661338,1782.8127800702723,0.000649838640939296,0.0006462169983375275,0.0005609113930407112,9.0,4.431818181818182,7
132,1538.8435482300188,1538.8435482300188,1568.111000311253,1869.1418231454113,0.000649838640939296,0.0006389127959869816,0.0005350048817147481,21.0,16.818181818181817,8
133,1538.8435482300188,1538.8435482300188,1557.13053908377,1969.1499491983632,0.000649838640939296,0.0006431687870113691,0.0005078333422028614,12.0,3.2386363636363638,9
134,1538.8435482300188,1538.8435482300188,1569.6035290963073,1863.124061367342,0.000649838640939296,0.0006384198995558834,0.000536732910456914,19.0,9.602272727272727,10
135,1538.8435482300188,1538.8435482300188,1559.3595994039706,1916.811045877793,0.000649838640939296,0.0006422543234033924,0.0005216998316816643,14.000000000000002,7.670454545454546,11
136,1538.8435482300188,1538.8435482300188,1563.8261999287317,1842.9454427702044,0.000649838640939296,0.0006405192064612942,0.0005426096599456899,18.0,14.602272727272728,12
137,1538.8435482300188,1538.8435482300188,1574.3555094915605,1861.6022100812297,0.000649838640939296,0.0006365484423747991,0.0005371716871545642,22.0,13.948863636363637,13
138,1538.8435482300188,1538.8435482300188,1549.0329504647539,1843.0159733429814,0.000649838640939296,0.0006459774044896172,0.0005425888947593519,9.0,5.369318181818182,14
139,1538.8435482300188,1538.8435482300188,1572.3828595071595,1868.1334461903793,0.000649838640939296,0.000637432070669568,0.0005352936654708823,17.0,13.977272727272727,15
140,1538.8435482300188,1538.8435482300188,1559.7532811465217,1868.7367605326704,0.000649838640939296,0.0006420474968097691,0.0005351208480080182,15.0,3.920454545454546,16
141,1538.8435482300188,1538.8435482300188,1563.8533285284311,1869.4125409807648,0.000649838640939296,0.0006406251201573113,0.000534927405309564,15.0,15.397727272727273,17
142,1538.8435482300188,1538.8435482300188,1568.591655155661,1805.8588036958058,0.000649838640939296,0.0006386528862562666,0.0005537531494452586,19.0,13.693181818181818,18
143,1538.8435482300188,1538.8435482300188,1569.1722450626914,1869.16582166432,0.000649838640939296,0.0006386406893362095,0.0005349980127015118,18.0,11.818181818181818,19
144,1538.8435482300188,1538.8435482300188,1555.213841207934,1831.401340406388,0.000649838640939296,0.0006436562988049783,0.000546029959647239,12.0,3.4090909090909087,20
145,1538.8435482300188,1538.8435482300188,1564.4577038658206,1779.5818573277147,0.000649838640939296,0.0006402031979279897,0.0005619297566348739,16.0,10.59659090909091,21
146,1538.8435482300188,1538.8435482300188,1578.9246947042018,1900.8230602848537,0.000649838640939296,0.0006351032929882798,0.0005260878936570463,22.0,12.443181818181818,22
147,1538.8435482300188,1538.8435482300188,1559.1728908185237,1805.6799854504316,0.000649838640939296,0.0006421737770627188,0.0005538079881582932,14.000000000000002,14.829545454545453,23
148,1538.8435482300188,1538.8435482300188,1568.5614586520521,1870.4200164249908,0.000649838640939296,0.000638895066493951,0.0005346392741836349,17.0,9.943181818181818,24
149,1538.8435482300188,1538.8435482300188,1559.96181012269,1802.1511915115302,0.000649838640939296,0.0006418461128247797,0.000554892400099496,16.0,13.522727272727272,25
150,1538.8435482300188,1538.8435482300188,1563.6214161041228,1842.332773027159,0.000649838640939296,0.0006405239581897002,0.0005427901053710767,18.0,16.27840909090909,26
151,1538.8435482300188,1538.8435482300188,1547.07309787629,1822.4629788796935,0.000649838640939296,0.0006467900501104405,0.0005487079911026344,5.0,1.3068181818181817,27
152,1538.8435482300188,1538.8435482300188,1566.6395490554223,1816.2693790917376,0.000649838640939296,0.0006393410573356428,0.0005505791219692697,21.0,9.119318181818182,28
153,1538.8435482300188,1538.8435482300188,1554.7941905149082,1803.6580649306693,0.000649838640939296,0.0006437436213310361,0.0005544288130014479,13.0,9.375,29
154,1538.8435482300188,1538.8435482300188,1569.9982730821753,1955.5258255061485,0.000649838640939296,0.0006384214599904883,0.0005113714106747578,21.0,12.52840909090909,30
155,1538.8435482300188,1538.8435482300188,1574.9253544501844,1892.3956986342714,0.000649838640939296,0.0006365269693645406,0.0005284307086100927,20.0,6.136363636363637,31
156,1538.8435482300188,1538.8435482300188,1560.6230552991237,1858.170633782523,0.000649838640939296,0.0006416644909477306,0.0005381637088755314,16.0,4.829545454545454,32
157,1538.8435482300188,1538.8435482300188,1547.300020464941,1724.9419556012067,0.000649838640939296,0.000646528644835884,0.0005797296522081881,10.0,6.4772727272727275,33
158,1538.8435482300188,1538.8435482300188,1561.8221978757872,1895.2038119517024,0.000649838640939296,0.0006413455620716746,0.0005276477356650039,15.0,15.568181818181817,34
159,1538.8435482300188,1538.8435482300188,1571.2937170827022,1834.4609356562346,0.000649838640939296,0.0006376374898453369,0.0005451192666810718,22.0,19.715909090909093,35
160,1538.8435482300188,1538.8435482300188,1557.4226800538925,1785.1668124388948,0.000649838640939296,0.000642756071427974,0.0005601717402721595,14.000000000000002,3.6931818181818183,36
161,1538.8435482300188,1538.8435482300188,1563.7698446697032,1851.812070925556,0.000649838640939296,0.0006404856080283541,0.0005400116003673031,18.0,6.4772727272727275,37
162,1538.8435482300188,1538.8435482300188,1566.2606973082836,1855.688585994599,0.000649838640939296,0.0006396107162857775,0.0005388835214848436,19.0,6.931818181818182,38
163,1538.8435482300188,1538.8435482300188,1561.964758757932,1824.828491881678,0.000649838640939296,0.0006411302697179217,0.0005479967045937814,18.0,14.94318181818182,39
164,1538.8435482300188,1538.8435482300188,1570.3460995549942,1892.1944451455868,0.000649838640939296,0.0006380233780647584,0.0005284869124129887,22.0,15.681818181818183,40
165,1538.8435482300188,1538.8435482300188,1564.9682770922684,1794.4178437985913,0.000649838640939296,0.0006399581869991469,0.000557283802909085,19.0,14.431818181818182,41
166,1538.8435482300188,1538.8435482300188,1571.961908147181,1968.7523897661688,0.000649838640939296,0.0006376137886744043,0.0005079358913787888,19.0,14.176136363636363,42
167,1538.8435482300188,1538.8435482300188,1564.2759765756887,1872.9437497060453,0.000649838640939296,0.0006403947309211995,0.0005339188644383728,16.0,9.772727272727273,43
168,1538.8435482300188,1538.8435482300188,1563.983036456408,1811.5780647420363,0.000649838640939296,0.0006404350865161982,0.0005520049174046478,17.0,7.443181818181818,44
169,1538.8435482300188,1538.8435482300188,1571.0799258619943,1863.124061367342,0.000649838640939296,0.0006375621869973232,0.000536732910456914,26.0,8.920454545454545,45
170,1538.8435482300188,1538.8435482300188,1555.425243621883,1759.156555287098,0.000649838640939296,0.0006435002000214011,0.0005684542384783926,14.000000000000002,4.119318181818182,46
