generation,best_distance,generation_best_distance,avg_distance,worst_distance,unique_pct,hamming_avg,no_improve
0,1537.7670942260024,1537.7670942260024,8375.249111608184,9213.894796753806,100.0,0.9886904761904765,0
1,1537.7670942260024,1537.7670942260024,7849.217559341096,9069.442165027109,100.0,0.9866071428571429,1
2,1537.7670942260024,1537.7670942260024,6873.269500858194,8565.034080957645,96.66666666666667,0.9755952380952383,2
3,1537.7670942260024,1537.7670942260024,5435.997119204507,8394.291169900978,97.77777777777777,0.9644345238095241,3
4,1537.7670942260024,1537.7670942260024,3905.994705515423,7267.032686769336,88.88888888888889,0.9410714285714292,4
5,1537.7670942260024,1537.7670942260022,2814.315902787187,4904.874341695105,85.55555555555556,0.8693452380952383,5
6,1537.7670942260024,1537.7670942260022,2256.997239409456,3554.992829113843,91.11111111111111,0.8938988095238095,6
7,1537.7670942260024,1537.7670942260022,1995.5420968714936,3001.019795035271,94.44444444444444,0.9075892857142858,7
8,1537.7670942260024,1537.7670942260022,1868.7172404275543,2541.5520328356156,87.77777777777777,0.9200892857142857,8
9,1537.7670942260024,1537.7670942260022,1798.0817988047568,2266.1712699757104,81.11111111111111,0.7986607142857147,9
10,1537.7670942260024,1537.7670942260022,1729.4476470295506,2325.947978848854,61.111111111111114,0.6001488095238093,10
11,1537.7670942260024,1537.7670942260022,1664.3081936713415,2326.5796368005385,37.77777777777778,0.38943452380952376,11
12,1537.7670942260024,1537.7670942260022,1596.7495207658426,2316.1482568196134,30.0,0.165625,12
13,1537.7670942260024,1537.7670942260022,1562.9450555036792,1880.6204483594697,16.666666666666664,0.1052083333333333,13
14,1537.7670942260024,1537.7670942260022,1562.6047696151722,1885.961923379829,13.333333333333334,0.09300595238095236,14
15,1537.7670942260024,1537.7670942260022,1580.0623775648226,1860.2015008482974,23.333333333333332,0.1575892857142857,15
16,1537.7670942260024,1537.7670942260022,1566.5732990235563,1989.8493254837426,16.666666666666664,0.09851190476190476,16
17,1537.7670942260024,1537.7670942260022,1558.0789791936165,1857.6519709499964,11.11111111111111,0.08973214285714286,17
18,1537.7670942260024,1537.7670942260022,1568.1225917444842,1838.052368529911,21.11111111111111,0.14360119047619044,18
19,1537.7670942260024,1537.7670942260022,1565.9270280001988,1857.2377858270734,16.666666666666664,0.13452380952380952,19
20,1537.7670942260024,1537.7670942260022,1582.1260208977449,1882.1022756629845,23.333333333333332,0.12931547619047618,20
21,1537.7670942260024,1537.7670942260022,1569.2268598475653,1989.8981738854968,16.666666666666664,0.07797619047619046,21
22,1537.7670942260024,1537.7670942260022,1575.0466268496918,1922.6610419941069,22.22222222222222,0.20148809523809524,22
23,1537.7670942260024,1537.7670942260022,1571.9967221172224,1824.817169292857,20.0,0.1507440476190476,23
24,1537.7670942260024,1537.7670942260022,1565.0894964800375,2086.2782752779653,16.666666666666664,0.08452380952380953,24
25,1537.7670942260024,1537.7670942260022,1554.3449567675884,1732.4004476454113,15.555555555555555,0.1184523809523809,25
26,1537.7670942260024,1537.7670942260022,1555.295110269287,1945.3942871267893,15.555555555555555,0.05491071428571428,26
