generation,best_distance_so_far,generation_best_distance,avg_distance,worst_distance,best_fitness,avg_fitness,worst_fitness,unique_pct,hamming_pct,no_improve
0,1591.551499480577,1591.551499480577,7884.85986232612,8694.020345058856,0.0006283177140836235,0.00013114470284700716,0.00011502158498724218,100.0,98.75,0
1,1591.551499480577,1591.551499480577,7524.858639856733,8893.42014739554,0.0006283177140836235,0.00013774642612872717,0.00011244268047910143,98.0,98.96875,1
2,1591.551499480577,1591.551499480577,6967.129175368663,8184.619055160332,0.0006283177140836235,0.0001548942285354435,0.0001221803963337192,96.0,97.65625,2
3,1591.551499480577,1591.551499480577,6194.419947354452,8049.585591027234,0.0006283177140836235,0.0001846138913194189,0.0001242299977671753,96.0,98.125,3
4,1591.551499480577,1591.551499480577,5012.99197846316,7437.034339716274,0.0006283177140836235,0.00023669294146880593,0.00013446220016218862,96.0,95.59375,4
5,1591.551499480577,1591.551499480577,3883.3539153228735,6447.585026866176,0.0006283177140836235,0.0003052629755173819,0.00015509683018264064,96.0,97.25,5
6,1591.551499480577,1591.551499480577,2728.6353819764795,4831.818112914205,0.0006283177140836235,0.0004025922744357218,0.0002069614328667003,94.0,94.40625,6
7,1591.551499480577,1591.551499480577,2179.6169519249643,3631.726435936145,0.0006283177140836235,0.00047539246946486357,0.00027535113606161007,93.0,94.125,7
8,1591.551499480577,1591.551499480577,1981.433296008028,2992.697735490567,0.0006283177140836235,0.0005148279934164888,0.00033414667580388915,90.0,93.78125,8
9,1591.551499480577,1591.551499480577,1859.6922335237753,2415.503130944474,0.0006283177140836235,0.0005441007756541366,0.0004139924255072253,86.0,94.4375,9
10,1591.551499480577,1591.551499480577,1849.4838788443667,2309.128067054171,0.0006283177140836235,0.0005458616600665943,0.0004330638972639278,91.0,85.59375,10
11,1591.551499480577,1591.551499480577,1859.9354990416873,2301.462737658852,0.0006283177140836235,0.0005429778760521673,0.00043450627448230736,92.0,91.5,11
12,1591.551499480577,1591.551499480577,1835.4395498622187,2469.7697412437037,0.0006283177140836235,0.0005504656991598424,0.00040489604488247916,88.0,94.125,12
13,1591.551499480577,1591.551499480577,1822.595970834831,2549.8994071110337,0.0006283177140836235,0.0005537309584063968,0.00039217233323449895,88.0,90.625,13
14,1590.8357752553839,1590.8357752553839,1757.1569513465415,2147.8962135577212,0.0006286003970708196,0.0005734114216933063,0.00046557184359649514,80.0,91.3125,0
15,1590.8357752553839,1590.8357752553839,1751.805035772205,2287.6857589034603,0.0006286003970708196,0.0005750502164538853,0.00043712297290311513,79.0,86.0625,1
16,1590.8357752553839,1590.8357752553839,1748.902116369379,2286.286310319851,0.0006286003970708196,0.0005762289264808432,0.0004373905383093073,75.0,88.9375,2
17,1590.8357752553839,1590.8357752553839,1734.4487280983824,2100.485824952828,0.0006286003970708196,0.0005803806571438777,0.00047608033728218914,70.0,76.90625,3
18,1590.8357752553839,1590.8357752553839,1729.130105089836,2396.718686395416,0.0006286003970708196,0.0005841429058840652,0.0004172371190980139,56.00000000000001,48.875,4
19,1590.8357752553839,1590.8357752553839,1694.0155518399472,2204.368460624404,0.0006286003970708196,0.0005936959789410906,0.0004536446686942445,53.0,52.21875,5
20,1590.8357752553839,1590.8357752553839,1673.587393237312,2171.7966903412566,0.0006286003970708196,0.0006004605163349485,0.000460448256711759,41.0,36.65625,6
21,1590.8357752553839,1590.8357752553839,1634.5997676151874,2028.3093764006744,0.0006286003970708196,0.000613709045248489,0.0004930214353071445,23.0,13.28125,7
22,1590.8357752553839,1590.8357752553839,1622.1321959209151,1915.3979799978943,0.0006286003970708196,0.0006178070574120994,0.0005220847105629185,19.0,16.59375,8
23,1590.8357752553839,1590.8357752553839,1621.1968817197308,1917.1436138839308,0.0006286003970708196,0.0006181322511016577,0.0005216093321115913,17.0,25.0625,9
24,1590.8357752553839,1590.8357752553839,1616.762662825123,1905.9271500753457,0.0006286003970708196,0.0006193110365617003,0.0005246790256177772,21.0,25.624999999999996,10
25,1590.8357752553839,1590.8357752553839,1625.8863384873757,1903.6494791155067,0.0006286003970708196,0.0006164331823545611,0.0005253067914922184,21.0,11.5,11
26,1590.8357752553839,1590.8357752553839,1635.284211616164,1925.73223272417,0.0006286003970708196,0.0006130920294752354,0.0005192829942849242,28.999999999999996,28.6875,12
27,1590.8357752553839,1590.8357752553839,1632.0100091816253,2179.2296070464263,0.0006286003970708196,0.0006147399149759298,0.0004588777597213948,22.0,21.71875,13
28,1590.8357752553839,1590.8357752553839,1621.2926571982978,1953.8415539413975,0.0006286003970708196,0.0006178625528503374,0.0005118122285723446,22.0,12.812499999999998,14
29,1590.8357752553839,1590.8357752553839,1631.1348018246779,1910.2200596146463,0.0006286003970708196,0.0006145974793185485,0.000523499894667493,24.0,19.3125,15
30,1590.8357752553839,1590.8357752553839,1615.6721870358033,1895.2514913569696,0.0006286003970708196,0.0006198016899977501,0.0005276344614740366,19.0,8.75,16
31,1590.8357752553839,1590.8357752553839,1612.397141233809,1886.5024890070385,0.0006286003970708196,0.0006210115972781578,0.0005300814633572787,16.0,9.3125,17
32,1590.8357752553839,1590.8357752553839,1613.3622712557326,2029.712954637862,0.0006286003970708196,0.000620810513490652,0.000492680503277577,16.0,6.75,18
33,1590.8357752553839,1590.8357752553839,1626.5215107336217,1925.569838912143,0.0006286003970708196,0.0006161625910992022,0.0005193267882534724,22.0,25.874999999999996,19
34,1590.8357752553839,1590.8357752553839,1631.8661801109934,1935.31818324553,0.0006286003970708196,0.0006142204636880147,0.0005167108998702213,26.0,22.9375,20
35,1590.8357752553839,1590.8357752553839,1636.5190928520324,1935.5855507947808,0.0006286003970708196,0.0006129616893693048,0.0005166395252275903,26.0,24.46875,21
36,1590.8357752553839,1590.8357752553839,1629.7257727239662,1952.1116090478195,0.0006286003970708196,0.0006149625094410494,0.0005122657922657245,27.0,18.34375,22
37,1580.8458434617505,1580.8458434617505,1619.269241861546,1941.4912607479462,0.0006325727484029628,0.000618586106210291,0.0005150679893427676,22.0,28.09375,0
38,1580.8458434617505,1580.8458434617505,1640.6992218178511,2068.046910871259,0.0006325727484029628,0.0006113847750849881,0.0004835480253098823,32.0,23.15625,1
39,1580.8458434617505,1580.8458434617505,1649.8387288987742,1908.134419517451,0.0006325727484029628,0.0006080290980362888,0.0005240720935440648,36.0,35.625,2
40,1580.8458434617505,1580.8458434617505,1631.850390921395,2045.4092518454668,0.0006325727484029628,0.000614627052134752,0.0004888997148603642,24.0,20.21875,3
41,1578.6970844567822,1578.6970844567822,1624.9822402752782,1932.814149474401,0.0006334337409282616,0.0006169370430578262,0.0005173803183673579,26.0,16.625,0
42,1578.6970844567822,1578.6970844567822,1630.3767029599417,1913.3027758941532,0.0006334337409282616,0.0006153462676798077,0.0005226564308582391,28.000000000000004,24.75,1
